sellerName,sGender,sClass,sOccupation,seLocale,svName,svEthnicity,svGender,svAge,buyerName,bGender,bClass,bOccupation,bLocale,pL,pD,pF,pS,Year,Date,Title
Guglielmo de Bobbio,male,foreign,pelliparius,Bobbio,Marta,Tartaran,female,21,Oberto de Coronato,male,artefici,balistarius,Coronata,95,,,,1402,1402,"Bartolomeo Gatto, register 9, volume II, 1402–1406, fol. 92r"
Guglielmo de Terrucio,male,,,,Margherita,Russian,female,14,Dario Calvi,male,nobili,,,140,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 260"
Guglielmo Embriaco q. Anfreone,male,nobiles,,,Giovannina,Tartaran,female,25,Pietro de Bargalio,male,artefici,notarius,Bargagli,75,,,,1382,1382-04-30,"Bartolomeo Gatto, register 1, 1373–1382, fol. 207v"
Guglielmo Maida,male,artefices,textor sericorum,,Margherita,Circassian,female,25,Cristoforo,male,,,,150,,,,1489,1489,"Quirico Serravalle, filza 3, nr. 469"
Guglielmo Malo,male,nobiles,,,Giorgino,Abkhazan,male,10,Agostino Squarciafico,male,nobili,,,68,,,,1428,1428-11-13,"Branca Bagnara, register 3, 1426–1428, fol. 277r–v"
Guido de Lavazaris,male,,,,Caterina,Moorish,female,17,Giovanni Barnello,male,artefici,notarius,,180,,,,1499,1499,"Antonio Pastorino, filza 15, nr. 714"
Guirardo Chaveslo,male,foreign,,Alessandria,Agnese,Tartaran,female,14,Manuele Usodimare,male,nobili,,,140,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 366"
Guirardo da Pareto,male,artefices,,Pareto,Giovanna,Tartaran,female,15,Manfredo Gropallo,male,mercanti,pessarius,,88.5,,,88 l. 10 s.,1401,1401,"Giovanni de Allegro, register 2, 1400–1407, fol. 58r"
Guirardo Spinola,male,nobiles,,,Lucia,Crimean,female,26,Martino Sevalle,male,foreign,,Biscay,170,,,,1460,1460,"Oberto Foglietta, filza 6, nr. 61bis"
Guirardo Spinola,male,nobiles,,,Lucia,Bulgarian,female,22,Cristoforo de Cabella,male,nobili,,,180,,,,1457,1457,"Branca Bagnara, filza 13, series I, nr. 93"
Iane Gaura,male,,,Chios,Xeni,Circassian,female,20,Martino Luciano,male,nobili,,,,26,,26 fl.,1359,1359-10-05,"Raffaele de Guasco, register 1, 1350–1359, fol. 50r"
Ilario Bavastrello,male,,,,,Moorish,female,24,Giacomo Sofia,male,mercanti,speciarius,,205,,,205 page of San Giorgio.,1485,1485,"Nicolò Raggi, filza 15, nr. 971"
Illario de Croce,male,nobiles,,,Maria,Turkish,female,33,Davide Giordano,male,artefici,,,125,,,,1525,1525-11-13,"Niccolò de Coronato Pallavicini, filza 6, nr. 245"
Ingho de Artago,male,foreign,patronus navis,Bilbao,Santiagun,Jewish,male,12,Tommaso Gropallo,male,mercanti,,,,12,,12 dc.,1494,1494,"Antonio Pastorino, filza 8, nr. 314"
Isabella Bozo,female,nobiles,,,,Russian,female,24,Isabella Cicala,female,nobili,,,105,,,,1422,1422-05-30,"Francesco Casanova, filza 2, series I, nr. 95 *"
Isolda Vivaldi,female,nobiles,,,Melica,Tartaran,female,23,Rainardo de Ferrario,male,artefici,faber,,180,,,,1441,1441-05-04,"Antonio Fazio, filza 7, series I, nr. 118"
Jame de Sos,male,foreign,mercator,Barcelona,Sofia,Russian,female,30,Bernado Provixe,male,artefici,speciarius,,160,,,,1468,1468,"Tommaso Duracino, filza 11, nr. 225"
Lanfranco Cicogna,male,mercantes,,,Maddalena,Tartaran,female,,Agostino Gropallo,male,,,,,,,,1404,1404-12-16,"Antonio Bercaneca, register 1, 1337–1408, fol. 47v"
Lanfranco Macia,male,nobiles,,,Caterina,Russian,female,25,Giovanni Triadano,male,nobili,,,142.5,,,142 l. 10 s.,1452,1452,"Antonio Fazio, filza 14, series II, nr. 86"
Lanfranco Paterio,male,mercantes,,Chios,Martino,Circassian,male,13,Gaspare di Lanfranco,male,artefici,,,70,,,,1420,1420,"Giuliano Canella, register 6, 1418–1421, fol. 246v"
Lanfranco Paterio,male,mercantes,,Chios,Martino,Circassian,male,13,Gaspare di Lanfranco,male,artefici,,,70,,,,1421,1421-12-01,"Giuliano Canella, register 7, 1420–1422, fol. 233r"
Lanzalotto de Lavezola,male,foreign,,Piacenza,Margherita,Circassian,female,17,Opizino “de Salvaricia”,male,artefici,unctorius,,137,,,,1447,1447-09-04,"Costantino de Albertis, filza 1, series I, nr. 159"
Lazzaro Cattaneo,male,nobiles,,,Marta,Circassian,female,20,Carlo Lomellini,male,nobili,,,230,,,,1468,1468,"Giovanni Danove, filza 2, series I, nr. 415"
Lazzaro de Canali,male,artefices,,,Margherita,Canaries,female,22,Girolamo de Bardis,male,artefici,weaver,,130,,,,1496,1496,"Lorenzo Costa, filza 17, nr. 98"
Lazzaro de Ponte,male,artefices,,,Margherita,Circassian,female,19,Sanchi de Cerculis da Valenza,male,foreign,,Valencia,165,,,,1461,1461-02-20,"Tommaso Duracino, filza 6, series I, nr. 79"
Lazzaro de Ponte,male,artefices,,,Caterina,Bulgarian,female,32,Francesco da S. Miniato,male,artefici,scaterius,,150,,,,1479,1479-09-24,"Tommaso Duracino, filza 22, nr. 549 (formerly nr. 349)"
Lazzaro de Villanova,male,artefices,,,Giorgio,Russian,male,20,Gaspare Cavarzo,male,artefici,,,90,,,,1466,1466,"Tommaso Duracino, filza 9, nr. 192"
Leonardo Barabino,male,artefices,formagarius,,Leonardo,Russian,male,25,Giovanni “de novis tintori”,male,artefici,tintor,,90,,,,1466,1466-04-18,"Domenico de Percipiano, filza 1, series I, nr. 65"
Leonardo Campofregoso,male,mercantes,,,Margherita,Tartaran,female,20,Tommaso Conte,male,mercanti,,,80,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 102r"
Leonardo Campofregoso,male,mercantes,,,Maria,Abkhazan,female,13,Lodisio Pagano,male,mercanti,,,100,,,,1416,1416,"Quirico de Albingana, filza 1, series I, nr. 114"
Leonardo Campofregoso,male,mercantes,,,Pastorino,Russian,male,20,Giacinto Aimari,male,nobili,,,80,,,,1409,1409,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 77r"
Leonardo Cibo,male,nobiles,,,Elena,Circassian,female,20,Giuliano Pinelli,male,nobili,,,250,,,,1486,1486,"Sisto Canevesio, filza 1, nr. 41"
Leonardo Doria,male,nobiles,,,Anna,Russian,female,15,Federico Contarino,male,foreign,,Venice,128,,,,1440,1440,"Antonio Fazio, filza 6, series II, nr. 316"
Leonardo Oliva,male,nobiles,,,Maria,Abkhazan,female,22,Martino Lomellini,male,nobili,,,100,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 342r"
Leonardo Tarigo,male,mercantes,,,Marta,Circassian,female,33,Niccolò Sauli,male,nobili,,,190,,,,1418,1418,"Lorenzo Villa, filza 2, nr. 201"
Leonardo Zaccaria,male,mercantes,,Rappalo,Caterina,Moorish,female,10,Argentina Salvagi,female,religious,monaca,,100,,,,1474,1474-12-17,"Tommaso Duracino, filza 17, nr. 943"
Leone Campofregoso,male,mercantes,,,Maddalena,Tartaran,female,40,Tommaso Doria,male,nobili,,,65,,,,1414,1414,"Paolo Foglietta, filza 1, series I, nr. 381"
Leonello Lomellini,male,nobiles,,,Maria,Tartaran,female,20,Antonio de Lavania,male,artefici,,Lavagna,100,,,,1413,1413,"Giuliano Canella, register 3, 1412–1413, fol. 292r"
Limbania de Guisolfo q. Giovanni widow of Tommaso Savignone,female,mercantes,,,Marta,,female,34,Daminano Avondo,male,foreign,,"""de Pervionibus""",125,,,,1451,1451-12-24,"Andrea de Cairo, filza 7, nr. 335"
Limbania Lomellini vedova q. Francesco Spinola,female,nobiles,,,Maddalena,Russian,female,25,Ambrogio de Carretto,male,nobili,,,150,,,,1453,1453-12-14,"Bartolomeo Risso, filza 6, nr. 225"
Lina Pisani,female,foreign,,Pisa,Maria,Abkhazan,female,28,Giovanni Rotomont,male,artefici,alamanus,,253,,,,1487,1487,"Martino Brignole, filza 4, nr. 135"
Lodisio Carlevaroto,male,,,,Caterina,Bulgarian,female,28,Antonio Carlevario,male,,,,100,,,,1412,1412,"Lorenzo Villa, filza 2, nr. 38"
Lodisio de Sancto Blaxio,male,mercantes,,,Lucia,Abkhazan,female,18,Giacomo Cicala,male,nobili,,,200,,,,1462,1462,"Giovanni Danove, filza 1, series II, nr. 100"
Lodisio Ittaliano,male,nobiles,,,Caterina,Moorish,female,11,Stefano de Serravalle,male,artefici,barberius,Serravalle Scrivia,80,,,,1474,1474-03-08,"Tommaso Duracino, filza 17, nr. 169"
Lodisio Lorerio,male,artefices,corrigarius,,Marta,Circassian,female,30,Pietro Gonsales de Ordiales,male,foreign,,"""civis Cerexiis""",100,,,,1418,1418,"Alaone de Levanto, filza 2, nr. 357"
Lodisio Negrone,male,nobiles,,,Matteo,Tartaran,male,14,Niccolò Amicone,male,mercanti,,,100,,,,1439,1439,"Antonio Fazio, filza 6, series I, nr. 40"
Lodisio Pagano,male,mercantes,,,Maria,Abkhazan,female,13,Nicolo Pacino,male,artefici,accimator,,102,,,,1416,1416,"Quirico de Albingana, filza 1, series I, nr. 144"
Lodisio Ropollis,male,foreign,commissario del re d'Aragona,,Cristoforo,Moorish,female,25,Niccolò de Franco,male,artefici,,Lipari,,40,,40 dc.,1491,1491,"Pietro de Ripalta, filza 4, nr. 241"
Lodovico,male,,,,Marta,Jewish,female,10,,,,,,,,,,1499,1499-07-29,"Cipriano Foglietta, filza 4, nr. 249"
Lodovico,male,,,,Samuel,Jewish,male,,,,,,,,,,,1499,1499-07-29,"Cipriano Foglietta, filza 4, nr. 249"
Lodovico Deala,male,,,,Anna,Moorish,female,25,Giuseppe Chiappella,male,artefici,,,100,,,,1486,1486-07-31,"Battista Serravalle, filza 1, item dated 1486-07-31"
Lodovico Fieschi,male,religious,canon of San Lorenzo and creditor of notary Melchione de Diano,,Maddalena,Russian,female,,Luca de Rocha,male,artefici,scaterius,,170,,,,1439,1439,"Antonio Fazio, filza 6, series I, nr. 33"
Lopez de Lam,male,foreign,,Hispania,Caterina,Circassian,female,15,Pietro Roix,male,foreign,patronus navis,Seville,72,,,,1418,1418,"Alaone de Levanto, filza 2, nr. 125"
Lorenzo Cattaneo,male,nobiles,,,Catterina,,female,30,Lorenzo Casnerio,male,artefici,callegarius,,170,,,,1467,1467,"Giovanni Danove, filza 2, series I, nr. 189"
Lorenzo de Facio,male,artefices,,,Caterina,Russian,female,22,Raffaele Mercader,male,foreign,,Valencia,195,,,,1464,1464-03-05,"Tommaso Duracino, filza 7, series II, nr. 65"
Lorenzo de Podio,male,artefices,,,Caterina,Russian,female,,Antonio de Gaitano,male,,,,155.8,,,155 l. 16 s.,1439,1439,"Cristoforo de Rapallo, filza 2, nr. 131"
Lorenzo de Podio,male,artefices,,,Caterina,Russian,female,,Antonio de Gaitano,male,,,,155.8,,,155 l. 16 s.,1441,1441,"Cristoforo de Rapallo, filza 2, nr. 349"
Lorenzo de PodIo,male,artefices,,,Margherita,Abkhazan,female,15,Battista de Cassina,male,mercanti,,Albisola,140,,,,1456,1456-10-15,"Bartolomeo Risso, filza 6, nr. 376 *"
Lorenzo de Uvada,male,artefices,,Ovada,,Russian,,17,Pietra de Palacio,female,nobili,,,107,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 302r"
Lorenzo Dentuto,male,nobiles,,,Lucia,Abkhazan,female,20,Niccolò Giustiniani,male,mercanti,,,135.83,,,135 l. 16 s. 8 d,1426,1426-09-05,"Branca Bagnara, register 3, 1426–1428, fols. 35r–36r"
Lorenzo Giustiniani,male,mercantes,,,Maddalena,Circassian,female,22,Ambrogio de Albingana,male,artefici,,Albenga,200,,,,,,"Antonio Fazio, filza 16, series II, nr. 124"
Lorenzo Ittaliano,male,nobiles,,,Lucia,Russian,female,20,Violante Sauli,female,nobili,,,150,,,,1435,1435,"Antonio Fazio, filza 4, series I, nr. 170"
Lorenzo Meriano d. Francesco,male,nobiles,,Lucca,Maria,Russian,female,34,Bartolomeo de Sancto Miniato d. Antonio,male,foreign,filator sete,San Miniato,,,,,1431,1431-07-07,"Branca Bagnara, register 4, 1429–1431, fols. 190r–191r"
Lorenzo Picaluga,male,artefices,calzolarius,,Margherita,Abkhazan,female,23,Domenico Fatinante,male,mercanti,,,160,,,,1451,1451,"Antonio Fazio, filza 14, series I, nr. 66"
Lorenzo Valletaro,male,mercantes,,,Maria,Russian,female,17,Battista Grimaldi,male,nobili,,,,60,,60 dc.,1457,1457-08-27,"Tommaso Duracino, filza 3, series I, nr. 240"
Luca Arbicono,male,mercantes,,,Caterina,Tartaran,female,35,Niccolò Tassorello,male,artefici,pancogolus,,76,,,,1457,1457-06-01,"Tommaso Duracino, filza 3, series I, nr. 164"
Luca Berrino,male,mercantes,,,Giorgio,Moorish,male,24,Raffaele Grimaldi,male,nobili,,,,34,,34 dc.,1486,1486,"Lorenzo Costa, filza 12, nr. 446"
Luca Cattaneo,male,nobiles,,,Maddalena,Circassian,female,20,Battista Giustiniani,male,mercanti,,,275,,,,1475,1475-07-24,"Tommaso Duracino, filza 18, nr. 469 (formerly nr. 712)"
Luca de Clavaro q. Pellegro,male,artefices,,,Margarita,,female,9,Giovanni Luxoro,male,mercanti,,,,,,,1456,1456-08-22,"Tommaso Duracino, filza 2, series II, nr. 215"
Luca de Merano,male,mercantes,notarius,,Margherita,Tartaran,female,32,Girolamo Grimaldi,male,nobili,,,170,,,,1460,1460-09-01,"Tommaso Duracino, filza 5, nr. 437 (formerly nr. 225)"
Luca Panigarola,male,nobiles,,,Calem,Moorish,male,35,Pietro Tur de Ibiza,male,foreign,,Ibiza,,20,,20 dc. each,1489,1489,"Tommaso Duracino, filza 27, series II, nr. 237"
Luca Panigarola,male,nobiles,,,Amet,Moorish,male,35,Pietro Tur de Ibiza,male,foreign,,Ibiza,,20,,20 dc. each,1489,1489,"Tommaso Duracino, filza 27, series II, nr. 237"
Luchina de Spigno,female,mercantes,,,Caterina,Moorish,female,22,Marietta Spinola,female,nobili,,,100,,,,1492,1492,"Nicolò Raggi, filza 21, nr. 3"
Lucia Lomellini,female,nobiles,,,Maria,Moorish,female,6,Marta Ungaro,female,artefici,olim serva,,89.25,,,,1458,1458-04-02,"Bartolomeo Risso, filza 5, series II, nr. 141 *"
Machisio Lomellini q. Franceso,male,nobiles,,,Caterina,Tartaran,female,22,Francesco Toriola,male,foreign,,Mallorca,120,,,,1426,1426-05-14,"Branca Bagnara, register 3, 1426–1428, fols. 9v–10r"
Manfredo de Guisulfis,male,mercantes,,,Cristina,Russian,female,22,Guglielmo de Puris,male,foreign,,Mallorca,125,,,,1427,1427-05-12,"Branca Bagnara, register 3, 1426–1428, fol. 105r–v"
Manuele “de Candeasio”,male,artefices,notarius,,Antonina,Tartaran,female,12,Raimondo Gelato “de Sancto Matheo”,male,foreign,,Valenica,44,,,,1380,1380-02-10,"Andreolo Caito, register 3, 1380–1400, fol. 139v"
Manuele Caparagia,male,,,,Margherita,Abkhazan,female,25,Luchino Corsario,male,mercanti,,,100,,,,1416,1416-03-22,"Giuliano Canella, register 5, 1415–1417, fol. 100r *"
Manuele Caparagia,male,,,,Margherita,Abkhazan,female,25,Luchino Corsario,male,mercanti,,,100,,,,1416,1416-01-28,"Giuliano Canella, register 5, 1415–1417, fol. 67r *"
Manuele Cicala,male,nobiles,,,,Russian,female,13,Francesco Pedralbes,male,foreign,mercatorus,Toulouse,176,,,,1466,1466-07-10,"Oberto Foglietta, filza 11, nr. 335"
Manuele de Cabella,male,artefices,macellarius,,Martino,Abkhazan,male,16,Giovanni J797ocoberta,male,foreign,,Mallorca,100,,,,1462,1462-12-10,"Tommaso Duracino, filza 6, series II, nr. 277 *"
Manuele Imperiale,male,nobiles,,,Melica,Albanian,female,28,Lucrezio Giudice,male,mercanti,,,110,,,,1427,1427-03-30,"Antonio Fazio, filza 21, nr. 52 *"
Manuele Lomellini,male,nobiles,,,Cristiana,Tartaran,female,20,Giovanni Prates,male,foreign,mercator,Catalonia,80,,,,1404,1404,"Giovanni de Allegro, register 2, 1400–1407, fol. 181r"
Manuele Sbariota,male,artefices,,,Lucia,Russian,female,22,Simone Lomellini,male,nobili,,,200,,,,1463,1463-09-19,"Tommaso Duracino, filza 7, series I, nr. 197"
Marchione de Castelacio,male,artefices,peliparius,Albisola,Margherita,Circassian,female,16,Manuele Cattaneo,male,nobili,,,150,,,,1430,1430,"Antonio Fazio, filza 2, series II, nr. 269"
Marchione Fornari,male,mercantes,,,Margherita,Circassian,female,50,Tomasina Cicero,female,mercanti,,,80,,,,1495,1495,"Tommaso Duracino, filza 30, nr. 179 (formerly nr. 381)"
Marco Beorcio,male,,,,Calì,Turkish,male,36,Beto Lardo,male,foreign,,Pisa,90,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 136v"
Marco Cattaneo,male,nobiles,,,Lucia,Russian,female,28,Giovanni Invrea,male,artefici,,,200,,,,1469,1469,"Giovanni Danove, filza 2, series I, nr. 561"
Marco de Cassina,male,mercantes,,Albisola,Giorgio,Circassian,male,28,Girolamo Valletaro,male,mercanti,,,80,,,,1429,1429-12-05,"Antonio Fazio, filza 2, series II, nr. 152"
Marco de Cassina,male,mercantes,,Albisola,Giorgio,Circassian,male,25,Bartolomeo Girones,male,foreign,,Catalonia,115,,,,1432,1432,"Antonio Fazio, filza 3, series I, nr. 73"
Marco de Davania,male,artefices,,,Melica,Hungarian,female,,Battista Mainerio,male,mercanti,,,140,,,,1465,1465-06-20,"Tommaso Duracino, filza 8, nr. 324"
Marco de Guirardis,male,mercantes,,,Agnese,Abkhazan,female,21,Cosma Goffredo,male,mercanti,,,155,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 327"
Marco de Muste,male,artefices,nauta,,Caterina,Canaries,female,20,Giovanni Focoberto,male,foreign,mercator,Mallorca,122,,,,1465,1465-10-11,"Tommaso Duracino, filza 8, nr. 564"
Marco de Segnorio,male,nobiles,,,Lucia,Tartaran,female,13,,,,,,,,,,1447,1447-05-02,"Antonio Fazio, filza 13, series I, nr. 65 *"
Marco de Varcio,male,artefices,notarius,,Marta,Circassian,female,15,Girolamo Nigro,male,nobili,money-changer,,160,,,,1449,1449-10-12,"Bartolomeo Risso, filza 6, nr. 42"
Marco Mainerio,male,mercantes,,,Isabella,Moorish,female,24,Taddeo de Poliascha,male,artefici,,Pogliasca,140,,,,1496,1496,"Antonio Pastorino, filza 11, nr. 226"
Marco Portonario,male,,,,Lucia,Moorish,female,24,Francesco Lampagies,male,foreign,,Mallorca,155,,,,1479,1479-05-12,"Tommaso Duracino, filza 22, nr. 302 *"
Margherita Spinola,female,nobiles,,,Caterina,Abkhazan,female,31,Bartolomeo de Crivellis,male,foreign,,Milano,,,,,1487,1487,"Nicolò Raggi, filza 17, nr. 373"
Maria de Levanto,female,mercantes,,,Maria,Tartaran,female,17,Segurano de Franchi,male,mercanti,,,75,,,,1406,1406,"Giovanni de Allegro, register 2, 1400–1407, fol. 205r"
Maria Maineta,female,mercantes,,,Margherita,Bosnian,female,15,Gregorio Castagnola,male,nobili,,,39.5,,,39 l. 10 s.,1490,1490,"Tommaso Duracino, filza 28, series I, nr. 49"
Maria Scotto,female,nobiles,,,Giovanna,Abkhazan,female,14,Giannoto Salvagi,male,nobili,,,115,,,,1427,1427-05-19,"Branca Bagnara, register 3, 1426–1428, fol. 116r–v"
Maria Usodimare,female,nobiles,,,Maddalena,Tartaran,female,30,Demerode Campiono,male,mercanti,,Savona,45,,,,1410,1410,"Giovanni de Allegro, register 3, 1408-1428, fol. 139r"
Marietta wife of Eliano Spinola,female,nobiles,,,Maddalena,Moorish,female,24,lame de Sos,male,foreign,,Barcelona,130,,,,1466,1466-05-19,"Tommaso Duracino, filza 9, nr. 249"
Mariettina Imperiale,female,nobiles,,,Caterina,Moorish,female,20,Gabriele Marcho,male,foreign,,Valencia,110,,,,1472,1472-04-16,"Tommaso Duracino, filza 15, nr. 269"
Marino,male,,,,,,,,Matteo de Nigris,male,foreign,,Milano,,,,,1448,1448-01-24,"Antonio Fazio, filza 13, series I, nr. 30 *"
Marino Boccanegra,male,mercantes,,,,,,,Lorenzo Piccaluga,male,artefici,,,170,,,,1437,1437,"Antonio Fazio, filza 21, nr. 300"
Mariola Lercari,female,nobiles,,,Caterina,Moorish,female,28,Francesco Ricci,male,artefici,,,165,,,,1487,1487,"Martino Brignole, filza 4, nr. 588"
Mariola Pinelli,female,nobiles,,,Maria,Abkhazan,female,,Francesco Lomellini,male,nobili,,,200,,,,1497,1497-06-26,"Giovanni Battista Foglietta, filza 1, item dated 1497-06-26"
Marsilio de Capriata,male,artefices,filator,,Lucia,Canaries,female,30,Bartolomeo Sacco,male,mercanti,scaterius,,150,,,,1486,1486,"Girolamo Loggia, filza 3, series I, nr. 288"
Martin Stirorcio,male,mercantes,,,Maria,Circassian,female,16,Martino Gorsio,male,foreign,,Bonifacio,60,,,,1497,1497,"Antonio Pastorino, filza 12, nr. 481"
Martino Negrone,male,nobiles,,,Maddalena,Abkhazan,female,18,Stefano di Negro,male,nobili,,,150,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 373"
Martino Reubaldo,male,mercantes,,,Margherita,Circassian,female,22,Martino de Oliva,male,mercanti,,,111,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 411r–v"
Martino Squarciafico,male,nobiles,,,Agnese,Russian,female,14,Guglielmo Assereto,male,nobili,,,114,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 405v"
Martino Stirocchio d. Antonio,male,mercantes,,,,Moorish,,9,Francesco de Zoalio q. Lorenzo,male,mercanti,,,,,,0.5 dc. 20 s.cudi,1521,1521-12-13,"Stefano Brevei, filza 1, nr. 59"
Matteo de Oliva,male,mercantes,notarius,,Maddalena,Tartaran,female,28,Cosimo Lazzarino,male,artefici,,,110,,,,1415,1415-10-19,"Giuliano Canella, register 5, 1415–1417, fol. 24r–v"
Matteo de Palodio,male,mercantes,,,Maria,Circassian,female,35,Artali de Toscana,male,foreign,,Trapani,75,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 282r"
Matteo di Negro,male,nobiles,,,Lucia,Circassian,female,,Battista de Vultabio,male,artefici,faber,,160,,,,1466,1466,"Giovanni Danove, filza 2, series I, nr. 131"
Matteo Grimaldi,male,nobiles,,,Maria,Turkish,female,29,Bernardo Spinola,male,nobili,,,170,,,,1498,1498-07-26,"Tommaso Duracino, filza 30, nr. 759 (formerly nr. 528)"
Matteo Grimaldi,male,nobiles,,,Melica,Tartaran,female,25,Matteo de Palodio,male,,,,121.5,,,121 l. 10 s.,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 281r–v"
Matteo Salvagi,male,nobiles,,,Marta,Tartaran,female,24,Bartolomeo Blanco,male,mercanti,notarius,,95,,,,1408,1408,"Giovanni de Allegro, register 3, 1408–1428, fol. 23r"
Mauro di Negro,male,nobiles,,,Maddalena,Abkhazan,female,16,Petrina Cavacia,male,,,,143,,,,1434,1434,"Antonio Fazio, filza 3, series II, nr. 350"
Melchione de Gradis,male,mercantes,,,Lucia,,female,20,Niccolò de Monleone,male,mercanti,,Monleone,,,,,1438,1438,"Antonio Fazio, filza 5, series II, nr. 277"
Melchione di Negro,male,nobiles,,,,Bosnian,female,18,Pellegro Ricobono,male,mercanti,,,195,,,,1484,1484,"Martino Brignole, filza 1, nr. 535"
