hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svActive,,,,svID,svOMID,fs,3pserv,py,3ppay,patr,pl,actTitle,actDate,actYear,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItOMID,rights,actID,actOMID,actTitle,ActDescription
Simone Gentile,male,nobiles,,,1393–1418,103cad4c-1118-4782-b02c-8d40e19e6fe3,23585,Pietro,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,male,1380–1418,1380,1418,38,eb09614e-8b6e-4e83-9aab-edb8dc04260b,39974,,,,,,,"Lorenzo Villa, filza 2, nr. 265",1418,1418,Lorenzo de Villa,7787ee2e-670f-42d1-8dd6-9ab7e0144ae3,31249,Notai antichi 488,0d3b0860-b447-4292-b374-b0f97c74a0fc,37784,Archivio di stato di Genova,0cae0b61-08cd-4289-8fd6-a8ce5260bac7,40343,Franchixia,"A certain Simone Gentile frees the Turkish slave Pietro, who is 38 years of age."
Sovrana Doria,female,nobiles,,,1402–1427,40ac6471-f354-40a0-abc6-38ac8d81754f,39963,Caterina,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,1402–1427,1402,1427,25,24183635-5b8f-476e-939d-3206dbcd95bb,40183,,,,,,,"Battista Crosa, filza 1, nr. 78",1427,1427,Battista Crosa,c2fa935f-c9fa-4094-b8d5-e728981dbc07,31225,Notai antichi 645,421af37d-1ae9-4961-961f-56f6159eaefb,37812,Archivio di stato di Genova,42477c88-3df3-4d99-a364-db904111322f,40239,Franchixia,"A certain Sovrana Doria frees the Bulgarian slave Caterina, who is 25 years of age."
Taddeo Bazurro,male,,,,1391–1416,53678bb4-aeed-4017-bdc8-9f395ce886d3,27459,Lucia,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,–1416,,1416,1416,44fe6b92-05b1-410b-af8c-c5fec06b01cf,39989,,,,,,,"Andrea Medianotte, filza 1, series I, nr. 219",1416,1416,Andrea Medianotte,8e70fdbc-335b-4ac8-85df-273361b1badf,31221,Notai antichi 547,5ec4d5e0-9fb4-4f72-ac64-81eccb404e02,37790,Archivio di stato di Genova,1a884203-f578-4f8a-80dc-570b6d342b6b,40194,Franchixia,"A certain Taddeo Bazurro frees the Turkish slave Lucia, who is --- years of age."
Teodora Lomellini,female,nobiles,,,1437–1464,832d4151-87e9-4916-b994-33080bb7b15b,25146,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,–1462,,1462,1462,39cb05eb-a289-4384-8106-0b914eb39ee2,40006,,,,,,,"Narino Montaldo, filza 5, series II, nr. 340 *",1462-11-22,1462,Narino de Montaldo,dca9d2a2-5e47-4a2c-8c0b-cc1ba7d41f8e,25345,Notai antichi 623,5eb52e95-5d97-47d1-b48e-712527c4dcd5,39808,Archivio di stato di Genova,c4736b84-f061-44a9-ad6c-1be252fbf55b,40350,Franchixia,"A certain Teodora Lomellini frees the Tartaran slave Caterina, whose age is not given. The item number is a very rough approximation."
Teodorina Cattaneo,female,nobiles,,,1449–1474,8ae8ec4b-e985-4384-81a7-ce161c975417,39964,Giorgio,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,1437–1474,1437,1474,37,a5199c11-bcb9-45e5-9ac3-fe57b1618fea,40184,,,,,,,"Tommaso Duracino, filza 17, nr. 883 *",1474-11-19,1474,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,a4a3c096-50a1-411e-a571-95c1c56e24e0,40386,Franchixia,"A certain Teodorina Cattaneo frees the Moorish slave Giorgio, who is 37 years of age."
Tobia Lomellini,male,noblies,,,1457–1518,b642d3b4-1f30-4f3f-8e5b-936cc9def585,25157,Marta,Mingrelian,ae0730fa-f010-46b4-b941-3d87217205e18,31554,female,1437–1482,1437,1482,45,3b69eee0-df54-4048-96dc-641f8bf12b8e,40024,,,,,,,"Lazzaro Raggi, filza 12, nr. 711",1482,1482,Lazzaro Raggi,b49db3e8-fceb-4544-9574-443c11d29ea2,25499,Notai antichi 864,79037e54-9827-4421-9b4e-d58c70e8cb23,39823,Archivio di stato di Genova,8e3f2d6c-4c28-4bb4-b5c1-6124c8a0a5bb,40322,Franchixia,"A certain Tobia Lomellini frees the Mingrelian slave Marta, who is 45 years of age."
Tommasina Spinola,female,noblies,,,1467–1492,602afc8a-cfb0-4ae0-a25b-9942eb0c8183,39965,Caterina,,,,female,1463–1492,1463,1492,29,8f637e0e-1589-4410-9002-eb7aba732a0d,40185,,,,,,,"Niccolò Raggi, filza 21, nr. 454",1492-08-07,1492,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1033,f233a41c-6552-4332-9af8-9e2a8d8a01f8,37748,Archivio di stato di Genova,098f6c38-5f31-4401-a208-f36cf0d3113d,40364,Franchixia,"A certain Tommasina Spinola frees the --- slave Caterina, who is 29 years of age. Caterina agrees to serve Tommasina for another 15 years."
Tommaso de Campiono,male,artefices,,,1396–1421,e8c651d1-3823-4942-b69a-6e1d1c1b57b3,39966,Caterina,,,,female,–1421,,1421,1421,cc6f4eb3-3a5e-4934-875f-8ed575527a76,40186,,,,,,,"Giovanni Pineto, filza 6, nr. 165",1421,1421,Giovanni de Pineto,b341b3d0-62d3-436b-ac02-d53396c23d4a,31244,Notai antichi 529,810cb71e-bcb4-4334-9bb0-9e168d93d79e,37789,Archivio di stato di Genova,a692735e-4ebc-46ce-8f65-8a8f870d04ee,40303,Franchixia,"The --- slave Caterina, who is --- years of age, is freed by a certain Tommaso ""de Campiono"", who had inherited her."
Tommaso de Sancto Salvatore,male,artefices,,,1383–1408,3e30071c-54b2-4d0e-b7d8-90469ad1b9b2,39967,Margarita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,–1408,,1408,1408,5344b863-78be-4399-8079-f133328a8e36,40187,,,,,,,"Antonio Credenza, register 1, 1375–1418, fol. 132r",1408,1408,Antonio de Credenza,0f2259d9-9527-4b73-9205-49ad78bbe581,39763,Notai antichi 411,f083a798-4bcf-45fa-84b0-72c675f0de66,39790,Archivio di stato di Genova,db2a2291-30b4-4f82-8dab-c3f166b65bd8,40199,Franchixia,"A certain Tommaso de Sancto Salvatore frees the Tartaran slave Margherita, of no given age."
Violante Salvago,female,noblies,,,1407–1432,40999047-ad9c-463c-8c30-39c2bdb57a5f,39968,Maria,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1418–1432,1418,1432,14,49661217-f526-4650-8585-7d3adaa1f4c1,40188,,,,,,,"Illario de Benedetti, filza 1, nr. 159",1432,1432,Illario de Benedetti,04ce7cea-2708-495d-8200-ae4cd0fe4669,39764,Notai antichi 485,44d0d210-82c4-489b-ae61-9a0cd098f9ca,39793,Archivio di stato di Genova,81d638e2-ce46-47ec-9136-bb1714179c92,40321,Franchixia,"A certain Violante Salvagi frees the Abkhazan slave Maria, who is 14 years of age."
,,,,,,,,,,,,,,,,,,,4,y,40,,--,in the house inhabited by the holder,"Urbano Granello, filza 1, nr. 215",1493-02-06,1493,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,y,y,50,y,--,in the house inhabited by the holder,"Lorenzo Villa, filza 2, nr. 286",1418-09-05,1418,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,125,,y,in the house inhabited by the holder,"Girolamo Loggia, filza 6, series I, nr. 465",1454-10-16,1504,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6,,,,y,in a home of an independent party,"Davide Staliano, filza 1, nr. 20",1486-10-24,1486,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7,,,,n,in the house inhabited by the holder,"Girolamo Loggia, filza 7, series I, nr. 212",1508-01-31,1508,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,9,y,,,y,in a home of an independent party,"Andrea de Cairo, filza 35, series I, nr. 193",1480-07-28,1480,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10,,,,y,in a home of an independent party,"Girolamo Loggia, filza 6, series I, nr. 344",1504-02-22,1504,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,L,,,,n,in the house inhabited by the holder,"Girolamo Loggia, filza 7, series I, nr. 28",1507-03-04,1507,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,y,in the house inhabited by the holder,"Vincenzo Canessa, filza 1, nr. 247",1522-06-05,1522,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Giovanni Battista Parisola, filza 5, series II, nr. 134",1485-08-19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Giovanni Battista Parisola, filza 6, series I, nr. 126",,,,,,,,,,,,,
